"Individual","Partner","Population","Density","Sex","Exploration","Aggression","LRS","Feeding_rate","Aggression_score"
"C3F7112","C3F7113","Boshoek",11.2,"F",50.5647803701373,0.748463577304173,5.38254050854577,5.48718141541953,2
"C3F7113","C3F7114","Donana",10.2,"F",49.4084506105115,-0.438189613421229,4.8423567051412,4.93711106021102,1
"C3F7114","C3F7115","Forstenrieder park",7.8,"F",46.2118430539332,-1.36003314647509,5.7085222766574,6.02975676995757,1
"C3F7115","C3F7116","Gotland",10.2,"F",48.6675391633837,-0.245260880416463,6.55335742514349,5.92920105361504,3
"C3F7116","C3F7117","Mont Ventoux",8.8,"M",48.8065123936433,-2.75876214174407,3.02004902841353,2.64596936592062,2
"C3F7117","C3F7118","Oulu",9.9,"M",49.184063931825,-0.161700273617265,4.43973202842648,4.0227520424235,2
"C3F7118","C3F7119","Westerheide",6,"M",46.8778070336302,-3.83534608691402,4.84711925915273,3.88953283629079,1
"C3F7119","C3F7120","Whytham Woods",12.7,"M",51.7672904619606,2.16404914097095,4.58950835740488,5.39780042316052,1
"C3F7120","C3F7121","Zvenigorod",11.1,"M",51.2709842064984,0.347554077267667,5.00309526677137,3.76628455625782,1
"C3F7121","C3F7122","Bagley Wood",9,"F",47.5919567721343,-2.08043929802164,5.28037108661778,4.68762687846083,1
"C3F7122","C3F7123","Boshoek",7.4,"F",47.6073033481474,-1.49853066912772,5.4383584359791,5.72689706097479,0
"C3F7123","C3F7124","Donana",8.3,"F",47.2356993444631,-2.82066036804888,4.63867567473162,4.58012774463965,2
"C3F7124","C3F7125","Forstenrieder park",8.5,"F",48.313652020719,-1.12295806608606,5.32041277898165,5.19428188215571,1
"C3F7125","C3F7126","Gotland",9.9,"F",49.2433956029136,-0.292328458966449,5.18006453631154,5.96416879382288,0
"C3F7126","C3F7127","Mont Ventoux",10.8,"M",51.4412739122661,1.68164791194965,6.12274247341844,5.23268359685633,2
"C3F7127","C3F7128","Oulu",10.5,"M",51.8158893675358,0.657254632821392,3.75196895180529,4.3557106884296,1
"C3F7128","C3F7129","Westerheide",9.4,"M",50.2222486207772,-0.286443009654499,4.4354062708135,4.07866486174476,1
"C3F7129","C3F7130","Whytham Woods",8.9,"M",49.124601774224,-0.678396223358981,5.75371514564987,6.19194688810186,5
"C3F7130","C3F7131","Zvenigorod",7.6,"M",46.9109865704448,-2.69899406142617,5.3298539189935,4.78144048419464,0
"C3F7131","C3F7132","Bagley Wood",11.7,"F",51.9063285770076,-0.386281787582156,5.67140253891486,4.91707980893372,0
"C3F7132","C3F7133","Boshoek",7.7,"F",47.9016313707528,-3.24824283703874,5.48339399398814,6.4400824250937,1
"C3F7133","C3F7134","Donana",6.4,"F",45.7690157083311,-7.03619603785114,4.14884669771024,4.57090744424026,4
"C3F7134","C3F7135","Forstenrieder park",12.1,"F",51.3811917266306,2.55043116083076,4.74833327359072,3.02409208474175,1
"C3F7135","C3F7136","Gotland",8.5,"F",49.2025261193736,-2.46462215412073,6.09359728681056,6.82180395515549,0
"C3F7136","C3F7137","Mont Ventoux",10.1,"M",50.1227653679203,-0.718834629802642,4.62066924372985,6.18341327728008,0
"C3F7137","C3F7138","Oulu",11.5,"M",51.659014426393,1.99646739795367,4.94104242231404,5.93424140664248,0
"C3F7138","C3F7139","Westerheide",12.2,"M",52.1449046368419,2.68772856381722,4.5595425347677,3.85023549539157,3
"C3F7139","C3F7140","Whytham Woods",12.1,"M",51.9931837787623,1.74222488310776,5.10327885111283,4.70151922323007,0
"C3F7140","C3F7141","Zvenigorod",10.3,"M",50.4015617232996,0.563024161416551,4.90384550364774,5.6912161042217,1
"C3F7141","C3F7142","Bagley Wood",10.6,"F",48.6224131788212,0.909796911634612,5.7838823241632,5.30820586477576,0
"C3F7142","C3F7143","Boshoek",8.1,"F",47.5167537712613,-3.22984122043308,4.12727110437628,5.39415857029293,0
"C3F7143","C3F7144","Donana",12.8,"F",51.0413413487107,2.63258100699546,4.95688144314385,4.93921046044339,0
"C3F7144","C3F7145","Forstenrieder park",6.2,"F",44.9486487915172,-3.63217609052804,4.96239607634814,2.88741136124346,0
"C3F7145","C3F7146","Gotland",8.1,"F",49.6048311210116,-2.26848477778914,5.53460679978285,5.62612432909943,1
"C3F7146","C3F7147","Mont Ventoux",13.2,"M",54.4495293634043,4.56935462843678,5.2691981402648,4.4855996047042,1
"C3F7147","C3F7148","Oulu",9.9,"M",50.6147074454692,1.41125142453004,5.20655660391405,4.46750877014819,1
"C3F7148","C3F7149","Westerheide",12.1,"M",53.8181319422161,3.53414198389811,5.64716879294442,6.26608841722689,1
"C3F7149","C3F7150","Whytham Woods",11.4,"M",51.787011369626,1.1956513904423,4.85614860211441,6.01242944851632,0
"C3F7150","C3F7151","Zvenigorod",9.4,"M",51.2760504356084,0.530246204064761,5.66884643948635,6.7624725090639,2
"C3F7151","C3F7152","Bagley Wood",12,"F",48.7703137646491,0.286434292000853,2.58869142465998,3.56851988186034,3
"C3F7152","C3F7153","Boshoek",11.5,"F",49.3747411430063,0.425394393143639,4.83410117571468,5.11681681417679,2
"C3F7153","C3F7154","Donana",10.5,"F",51.0057114806699,0.143390506008,4.0202795626863,3.92678427742539,3
"C3F7154","C3F7155","Forstenrieder park",8.8,"F",48.3558614993839,-1.76316442526784,5.86777736118016,5.93875659782518,1
"C3F7155","C3F7156","Gotland",11.4,"F",49.4943309281269,0.746721453732657,4.8700558640677,4.5818064900222,1
"C3F7156","C3F7157","Mont Ventoux",11.9,"M",52.1645168092375,1.51258413318529,3.08271017783808,4.07860447527992,1
"C3F7157","C3F7158","Oulu",8.5,"M",45.6029589836303,-2.01849828677282,3.44214445657874,4.96449493168467,2
"C3F7158","C3F7159","Westerheide",12.7,"M",54.4907510590567,4.30108500739341,5.15055338788046,5.60013284512666,0
"C3F7159","C3F7160","Whytham Woods",12.8,"M",53.634971294572,2.34770309863204,4.807570243724,4.85971462835587,1
"C3F7160","C3F7161","Zvenigorod",11.3,"M",52.3544722597923,2.13953919378761,5.15884255744108,4.93977739011263,1
"C3F7161","C3F7162","Bagley Wood",12.3,"F",52.2096263796267,1.63469918425124,5.31254297939134,5.48621577780465,3
"C3F7162","C3F7163","Boshoek",8.6,"F",47.8128758564463,-0.98950499549467,5.26848201701424,4.37932721351589,2
"C3F7163","C3F7164","Donana",12.5,"F",50.801720643796,1.62881312487225,4.88401477183654,5.25501956532629,1
"C3F7164","C3F7165","Forstenrieder park",10.7,"F",50.3914235127331,1.09892973574656,5.32296262839889,5.00592317983576,1
"C3F7165","C3F7166","Gotland",7.1,"F",46.4188970124818,-3.88900720504464,5.09964439768712,4.82944394292599,2
"C3F7166","C3F7167","Mont Ventoux",11.3,"M",50.9010953131693,2.57419830055507,5.5248553243966,6.289202748169,2
"C3F7167","C3F7168","Oulu",9.7,"M",51.4425288678945,0.705101965030902,5.16059809435229,5.23252817153086,0
"C3F7168","C3F7169","Westerheide",9.8,"M",51.2869745533383,0.910903628842378,5.2252417607045,6.49851950203298,1
"C3F7169","C3F7170","Whytham Woods",6.6,"M",46.1105697264697,-3.60339632245185,2.75845895078673,2.98485600073996,0
"C3F7170","C3F7171","Zvenigorod",10.3,"M",50.0609563302877,0.0900624220277096,4.48194091061148,3.09380470129434,4
"C3F7171","C3F7172","Bagley Wood",6.1,"F",44.9491641637873,-4.28855718664161,5.05165326098882,5.49793179740666,2
"C3F7172","C3F7173","Boshoek",11.2,"F",52.0248376014755,0.3344805702713,5.2731399279193,4.08243602868794,1
"C3F7173","C3F7174","Donana",8.4,"F",48.1797396189114,-2.67310620233367,5.29840241138028,6.16264851506866,2
"C3F7174","C3F7175","Forstenrieder park",6.2,"F",45.8037413504805,-4.50647092394591,4.632364869403,4.77570022765507,4
"C3F7175","C3F7176","Gotland",12.1,"F",51.0267618938212,2.43774056545787,5.57259356203679,5.10575657185529,1
"C3F7176","C3F7177","Mont Ventoux",13.3,"M",54.7926054679981,4.73662262556961,5.67765202154758,6.3167493105959,1
"C3F7177","C3F7178","Oulu",8.6,"M",49.1874747248374,-0.933689064232941,5.16531999236658,3.775634254344,1
"C3F7178","C3F7179","Westerheide",10.8,"M",50.5777208469711,1.63051868997319,4.86678478293703,5.19308143334772,3
"C3F7179","C3F7180","Whytham Woods",11.5,"M",52.600415858739,2.28875213307867,4.79831503041073,4.7120484620623,1
"C3F7180","C3F7181","Zvenigorod",7,"M",49.8185610427407,-1.83198888852377,5.70372339064563,5.84920658145182,0
"C3F7181","C3F7182","Bagley Wood",9.2,"F",48.4843048750707,-1.78485707092928,4.87383964232051,5.8946422717545,3
"C3F7182","C3F7183","Boshoek",11.6,"F",50.8023031149436,0.975467501212247,4.75043235140116,6.11256206428162,1
"C3F7183","C3F7184","Donana",7.2,"F",46.8364133942078,-2.51946394566486,5.49842512156881,6.41370067808573,2
"C3F7184","C3F7185","Forstenrieder park",10.3,"F",50.6984821700086,-0.307691339839216,4.51572485630419,4.0163479402275,0
"C3F7185","C3F7186","Gotland",12.4,"F",53.2711199292341,3.52957316286301,5.60905839251823,5.76248590515293,0
"C3F7186","C3F7187","Mont Ventoux",12.9,"M",52.8028960175687,3.22269268995875,5.95576884894521,5.44394493718953,3
"C3F7187","C3F7188","Oulu",10.2,"M",50.3562759305171,0.378433525567019,5.06927217284537,3.63611286792115,2
"C3F7188","C3F7189","Westerheide",12.5,"M",53.9919956367502,3.98692110261115,4.96705985496104,5.32226427903647,3
"C3F7189","C3F7190","Whytham Woods",10.6,"M",51.5222680101371,0.971806848782225,6.28126213701776,7.36915090484829,0
"C3F7190","C3F7191","Zvenigorod",9.4,"M",49.369004409499,0.294691991398454,5.51921844204468,4.05400005251735,0
"C3F7191","C3F7192","Bagley Wood",6.9,"F",45.7649781875311,-2.97710504006448,5.32996026822416,4.91146058687191,0
"C3F7192","C3F7193","Boshoek",7.5,"F",46.9534098612349,-2.38943662716837,4.87920774142831,5.61861507224359,2
"C3F7193","C3F7194","Donana",10.8,"F",49.5969610167611,0.620060924383786,4.92419653843039,4.9768986743862,1
"C3F7194","C3F7195","Forstenrieder park",10.2,"F",48.2647453515946,0.329531752278977,5.17784717903672,3.06927801236717,0
"C3F7195","C3F7196","Gotland",11,"F",50.0679244681885,0.69219931298369,5.70103690646114,6.05422617058743,1
"C3F7196","C3F7197","Mont Ventoux",10.2,"M",50.5675966513123,1.66307358821963,5.08632661259588,5.54336435793965,1
"C3F7197","C3F7198","Oulu",10.5,"M",52.5799130542609,1.37233193267266,5.4435088259066,4.67524098973416,1
"C3F7198","C3F7199","Westerheide",9.5,"M",50.5717579863827,0.119202563473468,5.14060872280635,4.77866523834604,0
"C3F7199","C3F7200","Whytham Woods",10.8,"M",49.2358589730042,-0.217162761876002,2.77114450737084,1.97496938888246,1
"C3F7200","C3F7001","Zvenigorod",9.3,"M",48.5394836490349,-0.0586767428314278,5.35933509718118,6.41411873589599,0
